taxa	Length
s__HRGM_Genome_5335	1542153.0
s__HRGM_Genome_5180	2142222.0
s__HRGM_Genome_2161	2270238.0
s__HRGM_Genome_2160	2205840.0
s__HRGM_Genome_2159	2055580.0
s__HRGM_Genome_3315	1740891.0
s__HRGM_Genome_4769	1883440.0
s__HRGM_Genome_4407	1133467.0
g__HRGM_Genome_3148	1984519.0
g__HRGM_Genome_2646	2583885.0
s__HRGM_Genome_2022	2586855.0
s__HRGM_Genome_2019	2419268.0
s__HRGM_Genome_2018	2687840.0
s__HRGM_Genome_2020	1850925.0
s__HRGM_Genome_2012	1417475.0
g__HRGM_Genome_2644	1625261.0
g__HRGM_Genome_2645	2594929.0
g__HRGM_Genome_3414	2755824.0
g__HRGM_Genome_4143	2257677.0
g__HRGM_Genome_4142	2621795.0
g__HRGM_Genome_3412	2772751.0
g__HRGM_Genome_3413	2664959.0
g__HRGM_Genome_3415	1983648.0
s__HRGM_Genome_4772	2046986.0
s__HRGM_Genome_2125	2544728.0
s__HRGM_Genome_2129	2126050.0
s__HRGM_Genome_4420	1729829.0
s__HRGM_Genome_4419	1518582.0
s__HRGM_Genome_2128	1729311.0
s__HRGM_Genome_3764	2578698.0
s__HRGM_Genome_3766	2505339.0
s__HRGM_Genome_3765	2067971.0
s__HRGM_Genome_3767	2008199.0
s__HRGM_Genome_3225	1621357.0
s__HRGM_Genome_4589	1589868.0
s__HRGM_Genome_4588	1734172.0
s__HRGM_Genome_1963	1488192.0
s__HRGM_Genome_1959	2168406.0
g__HRGM_Genome_4120	1935247.0
g__HRGM_Genome_3657	1172109.0
s__HRGM_Genome_2469	2401940.0
s__HRGM_Genome_2471	2165365.0
s__HRGM_Genome_2470	2196649.0
s__HRGM_Genome_2464	2743535.0
s__HRGM_Genome_3672	1795121.0
s__HRGM_Genome_3673	1278796.0
s__HRGM_Genome_2832	1364323.0
s__HRGM_Genome_2831	1556723.0
s__HRGM_Genome_2833	2273680.0
g__HRGM_Genome_4292	2395340.0
f__UBA1758	1111568.0
g__HRGM_Genome_5189	1111568.0
s__HRGM_Genome_2910	1966294.0
s__HRGM_Genome_2912	2340068.0
s__HRGM_Genome_2907	2807781.0
s__HRGM_Genome_2909	1933723.0
s__HRGM_Genome_2861	1040318.0
s__HRGM_Genome_0277	1923901.0
s__HRGM_Genome_4267	1281983.0
s__HRGM_Genome_3621	2600001.0
s__HRGM_Genome_3108	2406955.0
s__HRGM_Genome_3343	1825873.0
g__HRGM_Genome_5193	1171637.0
s__HRGM_Genome_3370	1989647.0
s__HRGM_Genome_3372	2286370.0
s__HRGM_Genome_3274	2749781.0
s__HRGM_Genome_4256	1992821.0
g__HRGM_Genome_4917	2001334.0
g__HRGM_Genome_3089	1911491.0
s__HRGM_Genome_2381	2422037.0
s__HRGM_Genome_2379	2873088.0
s__HRGM_Genome_4893	2502425.0
s__HRGM_Genome_4763	1825952.0
s__HRGM_Genome_4848	1589625.0
s__HRGM_Genome_2739	2369548.0
s__HRGM_Genome_5355	1391946.0
s__HRGM_Genome_2763	1806619.0
s__HRGM_Genome_4923	1626943.0
g__HRGM_Genome_4473	1773221.0
s__HRGM_Genome_3923	2268104.0
s__HRGM_Genome_3922	1785578.0
g__HRGM_Genome_4915	1511900.0
s__HRGM_Genome_4224	1630533.0
s__HRGM_Genome_4483	1525175.0
s__HRGM_Genome_4490	2175802.0
s__HRGM_Genome_2634	2956735.0
s__HRGM_Genome_2635	1421600.0
s__HRGM_Genome_2829	2551706.0
s__HRGM_Genome_4454	1064846.0
s__HRGM_Genome_3691	1853543.0
s__HRGM_Genome_3689	2122522.0
s__HRGM_Genome_4398	1300970.0
s__HRGM_Genome_4399	2178034.0
s__HRGM_Genome_5246	1925108.0
s__HRGM_Genome_4463	1338316.0
g__HRGM_Genome_4901	1618562.0
g__HRGM_Genome_4401	1422591.0
s__HRGM_Genome_3893	3018710.0
s__HRGM_Genome_2358	2299181.0
s__HRGM_Genome_2680	2201768.0
s__HRGM_Genome_3853	3080711.0
s__HRGM_Genome_3713	2252934.0
s__HRGM_Genome_4488	1795422.0
s__HRGM_Genome_4487	2505438.0
g__HRGM_Genome_5161	1949652.0
s__HRGM_Genome_3577	1879859.0
s__HRGM_Genome_2485	1783127.0
s__HRGM_Genome_5158	1867419.0
s__HRGM_Genome_4113	1635313.0
s__HRGM_Genome_1994	2327429.0
s__HRGM_Genome_2619	2815847.0
s__HRGM_Genome_2621	2685220.0
s__HRGM_Genome_2410	2443498.0
g__HRGM_Genome_2700	1947536.0
g__HRGM_Genome_4913	1750418.0
g__HRGM_Genome_4489	1938052.0
s__HRGM_Genome_2658	1532058.0
g__HRGM_Genome_4527	1823169.0
g__HRGM_Genome_5162	1846233.0
g__HRGM_Genome_4528	1547538.0
f__HRGM_Genome_3319	1430802.0
f__HRGM_Genome_3317	1500847.0
f__HRGM_Genome_3318	1679784.0
f__HRGM_Genome_2679	3303038.0
f__HRGM_Genome_3351	3225682.0
s__HRGM_Genome_4227	1068646.0
s__HRGM_Genome_5254	911428.0
f__HRGM_Genome_4596	2149207.0
f__HRGM_Genome_4531	2160156.0
g__HRGM_Genome_2767	1713632.0
g__HRGM_Genome_2766	2081736.0
g__HRGM_Genome_4748	2404419.0
g__HRGM_Genome_4628	2174785.0
g__HRGM_Genome_2800	2272810.0
g__HRGM_Genome_2799	2095283.0
g__HRGM_Genome_4567	1710627.0
o__HRGM_Genome_4522	2073923.0
g__HRGM_Genome_4302	2266069.0
g__HRGM_Genome_4719	1865333.0
s__HRGM_Genome_3222	2138464.0
s__HRGM_Genome_3223	2668614.0
s__HRGM_Genome_3221	2389745.0
s__HRGM_Genome_2986	3022858.0
s__HRGM_Genome_3813	2091892.0
g__HRGM_Genome_4865	3073889.0
g__HRGM_Genome_3350	3252795.0
g__HRGM_Genome_4226	1374022.0
g__HRGM_Genome_5411	2035203.0
g__HRGM_Genome_5351	2475226.0
f__HRGM_Genome_5408	2614111.0
s__HRGM_Genome_4510	2144710.0
g__HRGM_Genome_4029	3385444.0
f__HRGM_Genome_4297	3080250.0
s__HRGM_Genome_3984	1344647.0
g__HRGM_Genome_3420	1539637.0
g__HRGM_Genome_3419	3061086.0
s__HRGM_Genome_3384	2067526.0
s__HRGM_Genome_3386	2450374.0
g__HRGM_Genome_5324	1363784.0
s__HRGM_Genome_3259	2294654.0
f__Firm-18	2217690.0
g__HRGM_Genome_4922	2217690.0
o__HRGM_Genome_3245	2480742.0
s__HRGM_Genome_4450	1370112.0
s__HRGM_Genome_4635	934493.0
s__HRGM_Genome_4637	1504455.0
s__HRGM_Genome_4237	1473545.0
s__HRGM_Genome_2438	1569576.0
s__HRGM_Genome_2435	1438095.0
s__HRGM_Genome_2433	1590144.0
s__HRGM_Genome_2437	1671693.0
s__HRGM_Genome_2436	1360030.0
s__HRGM_Genome_3603	1481528.0
s__HRGM_Genome_3142	1375923.0
s__HRGM_Genome_3141	1400423.0
s__HRGM_Genome_2615	1698944.0
s__HRGM_Genome_2617	1504589.0
s__HRGM_Genome_2612	1540303.0
s__HRGM_Genome_2616	1455604.0
s__HRGM_Genome_3157	1459374.0
s__HRGM_Genome_3945	1847143.0
s__HRGM_Genome_3944	1514845.0
s__HRGM_Genome_4524	1590102.0
s__HRGM_Genome_2946	1439005.0
g__HRGM_Genome_4190	1369587.0
s__HRGM_Genome_3086	1879081.0
s__HRGM_Genome_3163	1809545.0
s__HRGM_Genome_3159	1468039.0
s__HRGM_Genome_3160	1579058.0
s__HRGM_Genome_5011	1235752.0
s__HRGM_Genome_3211	1162770.0
s__HRGM_Genome_4192	1549413.0
s__HRGM_Genome_4191	1692015.0
s__HRGM_Genome_3031	1223898.0
s__HRGM_Genome_4571	1021727.0
s__HRGM_Genome_3375	1307531.0
s__HRGM_Genome_4570	1277264.0
s__HRGM_Genome_4959	1429531.0
s__HRGM_Genome_2726	1610653.0
s__HRGM_Genome_2728	1710353.0
s__HRGM_Genome_2727	1509316.0
s__HRGM_Genome_3718	1514307.0
g__HRGM_Genome_4561	1232164.0
g__HRGM_Genome_4560	1135888.0
s__HRGM_Genome_4503	1933457.0
g__HRGM_Genome_3946	1759125.0
g__HRGM_Genome_5280	2158154.0
s__HRGM_Genome_4787	1782257.0
s__HRGM_Genome_4662	1277283.0
s__HRGM_Genome_3215	1541608.0
s__HRGM_Genome_3060	1320335.0
s__HRGM_Genome_3061	1223776.0
f__HRGM_Genome_4346	976696.0
f__HRGM_Genome_4345	868013.0
f__UBA1234	1557636.75
g__UBA1234	1535020.0
s__HRGM_Genome_4725	1535020.0
g__HRGM_Genome_4243	1451024.0
g__HRGM_Genome_4244	1717685.0
g__HRGM_Genome_3156	1526818.0
s__HRGM_Genome_3162	1556997.0
s__HRGM_Genome_4619	1356199.0
s__HRGM_Genome_4307	1442874.0
s__HRGM_Genome_4373	1370881.0
f__Fastidiosipilaceae	1499839.0
g__KA00274	1499839.0
s__HRGM_Genome_4819	1499839.0
s__HRGM_Genome_2001	2809464.0
s__HRGM_Genome_4460	1994916.0
f__HRGM_Genome_4766	1947591.0
s__HRGM_Genome_1358	2032105.0
s__HRGM_Genome_3746	2676484.0
s__HRGM_Genome_3687	1786125.0
s__HRGM_Genome_2817	2240992.0
s__HRGM_Genome_2816	3121730.0
s__HRGM_Genome_3770	3223499.0
s__HRGM_Genome_1363	2061260.0
s__HRGM_Genome_3073	3002846.0
s__HRGM_Genome_2452	3451790.0
s__HRGM_Genome_4394	2177729.0
s__HRGM_Genome_4200	2005822.0
s__HRGM_Genome_3026	3492433.0
s__HRGM_Genome_3028	3184799.0
s__HRGM_Genome_3615	3275075.0
s__HRGM_Genome_3617	3172791.0
s__HRGM_Genome_3616	2937824.0
s__HRGM_Genome_3578	3579853.0
s__HRGM_Genome_3579	3457696.0
s__HRGM_Genome_1781	4645286.0
s__HRGM_Genome_4270	1601347.0
s__HRGM_Genome_2889	1891122.0
s__HRGM_Genome_3427	2952530.0
g__UBA11957	2227804.0
s__HRGM_Genome_3207	2227804.0
s__HRGM_Genome_3329	2597219.0
s__HRGM_Genome_2936	1879349.0
s__HRGM_Genome_3619	2971422.0
s__HRGM_Genome_3378	3143825.0
s__HRGM_Genome_5147	2760146.0
s__HRGM_Genome_4797	2541038.0
g__HRGM_Genome_2334	5015404.0
s__HRGM_Genome_1638	2665919.0
g__HRGM_Genome_4201	3003083.0
g__UBA7160	3360238.0
s__HRGM_Genome_2256	2164229.0
s__HRGM_Genome_3144	3774627.0
s__HRGM_Genome_3145	4141858.0
g__HRGM_Genome_5350	2830222.0
g__HRGM_Genome_3050	2532448.0
g__HRGM_Genome_4119	2870501.0
g__HRGM_Genome_3238	3046357.0
g__HRGM_Genome_5007	1782446.0
s__HRGM_Genome_2638	2647452.0
g__HRGM_Genome_5228	3377258.0
s__HRGM_Genome_3575	3004054.0
s__HRGM_Genome_3252	2236549.0
g__HRGM_Genome_3197	2666486.0
s__HRGM_Genome_1507	2095190.0
s__HRGM_Genome_3590	2590751.0
s__HRGM_Genome_3591	3359751.0
s__HRGM_Genome_3045	2980050.0
s__HRGM_Genome_3046	2789630.0
s__HRGM_Genome_3589	2738209.0
s__HRGM_Genome_3237	2960723.0
s__HRGM_Genome_5172	2245318.0
s__HRGM_Genome_3049	2953555.0
s__HRGM_Genome_1126	3300718.0
s__HRGM_Genome_3800	2021811.0
s__HRGM_Genome_3799	2925670.0
s__HRGM_Genome_3794	1527366.0
s__HRGM_Genome_2247	3339185.0
s__HRGM_Genome_4961	2652700.0
s__HRGM_Genome_4960	2695341.0
s__HRGM_Genome_3137	3623626.0
s__HRGM_Genome_4375	2405889.0
s__HRGM_Genome_3099	1270027.0
s__HRGM_Genome_2950	1887553.0
s__HRGM_Genome_1633	1960898.0
s__HRGM_Genome_3151	2912801.0
s__HRGM_Genome_2051	2070764.0
s__HRGM_Genome_1939	2850679.0
s__HRGM_Genome_2915	2406355.0
s__HRGM_Genome_0288	2696337.0
s__HRGM_Genome_2533	3443019.0
s__HRGM_Genome_1251	1975488.0
s__HRGM_Genome_1249	2555635.0
s__HRGM_Genome_5140	5524596.0
s__HRGM_Genome_3644	1503836.0
g__HRGM_Genome_4869	2991584.0
s__HRGM_Genome_1584	3081833.0
s__HRGM_Genome_2724	2773635.0
s__HRGM_Genome_1601	2700163.0
s__HRGM_Genome_4432	2971162.0
s__HRGM_Genome_4131	1163389.0
s__HRGM_Genome_2917	2804239.0
s__HRGM_Genome_5390	2073085.0
g__Eubacterium_J	2453643.0
s__HRGM_Genome_4731	2453643.0
g__1XD42-69	2732414.0
s__HRGM_Genome_2628	2732414.0
s__HRGM_Genome_4890	2039620.0
g__HRGM_Genome_4712	5306470.0
g__HRGM_Genome_4465	3341610.0
g__Weimerbacter	1893899.0
s__HRGM_Genome_5365	1893899.0
g__HRGM_Genome_3288	2757417.0
s__HRGM_Genome_0382	2749423.0
s__HRGM_Genome_3020	2926249.0
g__HRGM_Genome_2863	2865535.0
g__HRGM_Genome_4228	2755304.0
g__HRGM_Genome_4887	1916694.0
s__HRGM_Genome_4048	3758087.0
s__HRGM_Genome_3470	3938122.0
s__HRGM_Genome_4166	4597814.0
s__HRGM_Genome_5368	2720357.0
s__HRGM_Genome_3113	3194566.0
s__HRGM_Genome_4271	2838774.0
s__HRGM_Genome_3559	3138747.0
s__HRGM_Genome_3560	2865631.0
s__HRGM_Genome_3562	3194803.0
s__HRGM_Genome_3561	3027354.0
s__HRGM_Genome_2806	3131337.0
s__HRGM_Genome_4023	3226702.0
s__HRGM_Genome_4551	2860639.0
g__HRGM_Genome_2895	3172346.0
g__UMGS2037	2878275.0
s__HRGM_Genome_4492	2353220.0
s__HRGM_Genome_4491	2803182.0
s__HRGM_Genome_5341	3478423.0
g__UBA3766	2831393.0
s__HRGM_Genome_5291	2831393.0
g__UBA1712	1683805.0
s__HRGM_Genome_5222	1683805.0
s__HRGM_Genome_4689	2344590.0
g__HRGM_Genome_3051	2586109.0
s__HRGM_Genome_5132	6260411.0
s__HRGM_Genome_5129	4646421.0
s__HRGM_Genome_2755	1976603.0
s__HRGM_Genome_3580	3557095.0
s__HRGM_Genome_2892	2323759.0
s__HRGM_Genome_3306	2827633.0
s__HRGM_Genome_4738	2883736.0
s__HRGM_Genome_4951	3645958.0
s__HRGM_Genome_5349	4467273.0
s__HRGM_Genome_4803	2342122.0
s__HRGM_Genome_3613	3305855.0
s__HRGM_Genome_3901	3851768.0
s__HRGM_Genome_3434	2623587.0
s__HRGM_Genome_1842	2906620.0
s__HRGM_Genome_2269	2816599.0
s__HRGM_Genome_4262	2607866.0
g__HRGM_Genome_3975	2164050.0
s__HRGM_Genome_4217	2188754.0
s__HRGM_Genome_4215	2287878.0
s__HRGM_Genome_4218	2313285.0
s__HRGM_Genome_4214	1897740.0
s__HRGM_Genome_3725	1238658.0
g__HRGM_Genome_4716	1135240.0
g__Johnsonella	2790277.0
s__HRGM_Genome_5205	2790277.0
s__HRGM_Genome_4133	1357580.0
g__CHKCI001	1758955.0
s__HRGM_Genome_4052	1758955.0
g__HRGM_Genome_3432	4207000.0
g__HRGM_Genome_3101	2648797.0
g__TWA4	2700492.0
s__HRGM_Genome_3291	2700492.0
g__HRGM_Genome_5120	3130601.0
s__HRGM_Genome_1568	1676515.0
s__HRGM_Genome_4606	2725945.0
s__HRGM_Genome_5388	1798350.0
s__HRGM_Genome_5279	2005892.0
g__HRGM_Genome_4833	2294646.0
s__HRGM_Genome_3791	1875756.0
s__HRGM_Genome_2651	3177724.0
g__UBA2821	2786990.0
s__HRGM_Genome_4607	2786990.0
s__HRGM_Genome_4030	1420491.0
s__HRGM_Genome_1239	4856301.0
s__HRGM_Genome_2905	4411095.0
s__HRGM_Genome_3170	1442709.0
s__HRGM_Genome_4447	2510246.0
s__HRGM_Genome_4446	1259772.0
s__HRGM_Genome_4448	2253787.0
s__HRGM_Genome_2324	2936252.0
s__HRGM_Genome_2322	3113115.0
s__HRGM_Genome_4718	2012106.0
g__HRGM_Genome_5186	1524353.0
s__HRGM_Genome_2624	2232283.0
s__HRGM_Genome_2625	2703450.0
s__HRGM_Genome_5226	5056923.0
s__HRGM_Genome_5169	2537982.0
s__HRGM_Genome_3325	3147233.0
s__HRGM_Genome_4605	2403282.0
s__HRGM_Genome_2784	2305272.0
g__NC2004	2405891.0
s__HRGM_Genome_4764	2405891.0
s__HRGM_Genome_1893	2163526.0
s__HRGM_Genome_4598	3616712.0
s__HRGM_Genome_4597	2435549.0
s__HRGM_Genome_1897	2211452.0
s__HRGM_Genome_3476	2704642.0
s__HRGM_Genome_3475	2037528.0
s__HRGM_Genome_3310	2356816.0
s__HRGM_Genome_1559	4168871.0
s__HRGM_Genome_1565	3980293.0
s__HRGM_Genome_1548	2751639.0
s__HRGM_Genome_1552	4221463.0
s__HRGM_Genome_4116	2177164.0
s__HRGM_Genome_2599	2591996.0
s__HRGM_Genome_2598	2639001.0
s__HRGM_Genome_2597	2225102.0
s__HRGM_Genome_4671	2535946.0
s__HRGM_Genome_5125	6637753.0
s__HRGM_Genome_4414	2363031.0
g__HRGM_Genome_2101	3735619.0
s__HRGM_Genome_3095	1729004.0
s__HRGM_Genome_3477	2252321.0
s__HRGM_Genome_2869	2317686.0
s__HRGM_Genome_2868	2431773.0
g__HRGM_Genome_2100	2785684.0
f__HRGM_Genome_2102	5745180.0
s__HRGM_Genome_3700	2630993.0
s__HRGM_Genome_3701	1303918.0
s__HRGM_Genome_3699	2256861.0
s__HRGM_Genome_3698	2676609.0
s__HRGM_Genome_3886	1441158.0
s__HRGM_Genome_3640	1405999.0
s__HRGM_Genome_3641	1575610.0
g__An114	2580110.0
s__HRGM_Genome_4014	2580110.0
g__UBA8514	2057314.0
s__HRGM_Genome_2647	2580014.0
s__HRGM_Genome_2630	2398509.0
s__HRGM_Genome_1609	1594304.0
s__HRGM_Genome_1608	1990211.0
s__HRGM_Genome_2877	1723532.0
g__HRGM_Genome_2601	3522620.0
s__HRGM_Genome_1942	2239522.0
s__HRGM_Genome_1943	2364024.0
s__HRGM_Genome_1944	2129321.0
s__HRGM_Genome_3118	2025534.0
s__HRGM_Genome_3117	2107204.0
s__HRGM_Genome_3904	1109615.0
g__HRGM_Genome_4847	2161039.0
g__HRGM_Genome_4621	2352873.0
g__HRGM_Genome_4500	1958521.0
g__HRGM_Genome_4670	2604006.0
g__HRGM_Genome_4790	1017072.0
s__HRGM_Genome_3456	4607025.0
s__HRGM_Genome_4538	1920949.0
s__HRGM_Genome_3344	1136271.0
s__HRGM_Genome_3814	1095147.0
s__HRGM_Genome_2991	2285200.0
s__HRGM_Genome_2992	2005998.0
s__HRGM_Genome_2993	1966926.0
s__HRGM_Genome_3242	2171467.0
s__HRGM_Genome_3538	1286834.0
g__Eubacterium_T	2448724.0
s__HRGM_Genome_4255	2448724.0
s__HRGM_Genome_4944	2352119.0
s__HRGM_Genome_4202	2456185.0
s__HRGM_Genome_4320	1595772.0
g__HRGM_Genome_4115	1182024.0
s__HRGM_Genome_4526	1870626.0
s__HRGM_Genome_4646	1970808.0
s__HRGM_Genome_3133	2195407.0
s__HRGM_Genome_3395	2770562.0
s__HRGM_Genome_3852	1856275.0
s__HRGM_Genome_5371	1340166.0
g__HRGM_Genome_3279	2917976.0
g__HRGM_Genome_3280	3163724.0
g__HRGM_Genome_3353	4489646.0
g__HRGM_Genome_3330	2240305.0
g__HRGM_Genome_3394	2221237.0
g__HRGM_Genome_3195	2286273.0
g__HRGM_Genome_3196	2213844.0
s__HRGM_Genome_4985	3221717.0
s__HRGM_Genome_3125	3838863.0
s__HRGM_Genome_3664	1706970.0
g__Filifactor	1302624.0
s__HRGM_Genome_4337	1302624.0
s__HRGM_Genome_4356	1630680.0
s__HRGM_Genome_4357	1541164.0
s__HRGM_Genome_4359	1162260.0
s__HRGM_Genome_4355	1804087.0
s__HRGM_Genome_3782	1827958.0
s__HRGM_Genome_3784	1764860.0
s__HRGM_Genome_4328	1472545.0
s__HRGM_Genome_1236	1336631.0
s__HRGM_Genome_4382	1351019.0
g__HRGM_Genome_4388	1265144.0
s__HRGM_Genome_1086	1914287.0
s__HRGM_Genome_1084	1162892.0
s__HRGM_Genome_0169	1235025.0
s__HRGM_Genome_2095	1473989.0
s__HRGM_Genome_4321	1258631.0
g__KA00134	1433538.0
s__HRGM_Genome_4354	1433538.0
s__HRGM_Genome_4324	1967735.0
s__HRGM_Genome_3883	853228.0
s__HRGM_Genome_4376	1453181.0
s__HRGM_Genome_3374	1860132.0
s__HRGM_Genome_5117	3522150.0
s__HRGM_Genome_5045	2518779.0
s__HRGM_Genome_5131	3104477.0
s__HRGM_Genome_0252	3230137.0
s__HRGM_Genome_0251	3926186.0
s__HRGM_Genome_1317	3516057.0
g__HRGM_Genome_5217	1989769.0
s__HRGM_Genome_1611	2295711.0
s__HRGM_Genome_2509	1093650.0
s__HRGM_Genome_2504	1636358.0
s__HRGM_Genome_2508	1530447.0
g__HRGM_Genome_5327	1032121.0
s__HRGM_Genome_3857	1781334.0
s__HRGM_Genome_3756	1521906.0
s__HRGM_Genome_4026	1436058.0
s__HRGM_Genome_4111	1070230.0
s__HRGM_Genome_4112	1250048.0
g__HRGM_Genome_4121	1634201.0
f__UBA3700	1315629.5
g__UBA3700	1306285.0
s__HRGM_Genome_5403	1306285.0
g__HRGM_Genome_4822	1324974.0
f__DTU072	1742225.0
g__CAG-1782	1742225.0
s__HRGM_Genome_4758	1742225.0
s__HRGM_Genome_2327	1980556.0
s__HRGM_Genome_4929	1822971.0
s__HRGM_Genome_5318	2291640.0
s__HRGM_Genome_3492	1737603.0
s__HRGM_Genome_3497	2396863.0
s__HRGM_Genome_3493	2412155.0
s__HRGM_Genome_3495	1254341.0
s__HRGM_Genome_3494	1598315.0
s__HRGM_Genome_4908	1440109.0
s__HRGM_Genome_3504	1912697.0
s__HRGM_Genome_3506	1523904.0
s__HRGM_Genome_3521	1468588.0
s__HRGM_Genome_2690	2350130.0
s__HRGM_Genome_2692	1175163.0
s__HRGM_Genome_4456	1402329.0
s__HRGM_Genome_2359	2120509.0
s__HRGM_Genome_4768	1893651.0
s__HRGM_Genome_2164	1581010.0
s__HRGM_Genome_4261	1428680.0
s__HRGM_Genome_2163	2126498.0
s__HRGM_Genome_4749	2188584.0
s__HRGM_Genome_2360	1898943.0
s__HRGM_Genome_2361	1776245.0
s__HRGM_Genome_4445	2233390.0
s__HRGM_Genome_2034	1897682.0
s__HRGM_Genome_2035	1562790.0
g__HRGM_Genome_5167	1263407.0
s__HRGM_Genome_4645	1651123.0
s__HRGM_Genome_4855	1885348.0
s__HRGM_Genome_4899	1236272.0
g__HRGM_Genome_5360	1070832.0
g__HRGM_Genome_4909	1230663.0
g__HRGM_Genome_5392	1267897.0
g__HRGM_Genome_5319	1484614.0
s__HRGM_Genome_4814	1136142.0
s__HRGM_Genome_4813	1381595.0
s__HRGM_Genome_2735	1220778.0
s__HRGM_Genome_2389	1967499.0
s__HRGM_Genome_2387	1843328.0
s__HRGM_Genome_2388	2112592.0
s__HRGM_Genome_2385	2381247.0
s__HRGM_Genome_2392	2180868.0
s__HRGM_Genome_2386	2223080.0
s__HRGM_Genome_2393	1965862.0
g__HRGM_Genome_4183	2176712.0
g__HRGM_Genome_4182	1208519.0
g__HRGM_Genome_5344	1810421.0
g__HRGM_Genome_4564	1951388.0
g__UBA4675	1331293.0
s__HRGM_Genome_4910	1331293.0
g__UBA4636	2070735.0
s__HRGM_Genome_4701	2043068.0
s__HRGM_Genome_4306	1521598.0
s__HRGM_Genome_2390	2647539.0
f__HRGM_Genome_5160	2635273.0
f__HRGM_Genome_5159	1992234.0
s__HRGM_Genome_4858	1972106.0
s__HRGM_Genome_2384	1946382.0
g__HRGM_Genome_2329	2090947.0
g__HRGM_Genome_2328	1710756.0
s__HRGM_Genome_4684	1412802.0
s__HRGM_Genome_3992	1789472.0
g__HRGM_Genome_5178	2025539.0
s__HRGM_Genome_4444	1842922.0
s__HRGM_Genome_5173	1644369.0
s__HRGM_Genome_4904	1612023.0
s__HRGM_Genome_5028	653054.0
s__HRGM_Genome_5342	1103913.0
s__HRGM_Genome_2478	2118081.0
s__HRGM_Genome_4185	1545826.0
s__HRGM_Genome_4655	1259289.0
f__HRGM_Genome_3821	1900915.0
g__HRGM_Genome_5249	1247950.0
g__HRGM_Genome_5250	1302571.0
s__HRGM_Genome_4704	1043255.0
s__HRGM_Genome_4705	667445.0
s__HRGM_Genome_4550	449443.0
s__HRGM_Genome_4905	1210246.0
s__HRGM_Genome_4907	1099913.0
s__HRGM_Genome_4903	928588.0
s__HRGM_Genome_4482	905840.0
g__HRGM_Genome_4474	1088338.0
g__UBA7862	870958.0
s__HRGM_Genome_5294	870958.0
g__UBA6345	903676.0
s__HRGM_Genome_4479	903676.0
s__HRGM_Genome_4774	1147622.0
s__HRGM_Genome_4885	612457.0
g__UBA7868	748112.0
s__HRGM_Genome_4900	748112.0
g__UBA9845	980671.0
s__HRGM_Genome_4233	980671.0
g__UBA4626	788854.0
s__HRGM_Genome_4193	788854.0
g__HRGM_Genome_5251	1003444.0
s__HRGM_Genome_4653	1018207.0
s__HRGM_Genome_4897	945128.0
s__HRGM_Genome_4924	852223.0
s__HRGM_Genome_4608	1068250.0
s__HRGM_Genome_4852	2350438.0
s__HRGM_Genome_5323	1503066.0
s__HRGM_Genome_4480	1960266.0
s__HRGM_Genome_5264	1328498.0
s__HRGM_Genome_5285	2777574.0
s__HRGM_Genome_5269	2488924.0
g__HRGM_Genome_2770	1248172.0
s__HRGM_Genome_4370	3076411.0
s__HRGM_Genome_3634	2366989.0
s__HRGM_Genome_4537	4047630.0
s__HRGM_Genome_4521	2102916.0
g__RUG563	2517269.0
s__HRGM_Genome_4773	2418810.0
s__HRGM_Genome_4771	2615728.0
s__HRGM_Genome_3369	2237326.0
s__HRGM_Genome_2309	2793568.0
s__HRGM_Genome_3418	2162284.0
s__HRGM_Genome_3417	2895802.0
g__SFFS01	2530364.0
s__HRGM_Genome_4765	2530364.0
g__HRGM_Genome_4020	2404889.0
g__SFTH01	2181678.0
s__HRGM_Genome_3373	2181678.0
s__HRGM_Genome_2295	2304094.0
s__HRGM_Genome_2294	2517637.0
s__HRGM_Genome_3152	2075983.0
g__HRGM_Genome_3090	1702436.0
g__HRGM_Genome_3094	2206700.0
g__HRGM_Genome_3093	2027182.0
g__HRGM_Genome_3091	2122196.0
g__HRGM_Genome_3092	2363225.0
g__HRGM_Genome_2803	2718027.0
g__HRGM_Genome_4417	1678066.0
g__HRGM_Genome_3636	3362623.0
s__HRGM_Genome_4796	2610589.0
g__HRGM_Genome_3950	2532945.0
g__HRGM_Genome_3635	3620670.0
f__UBA1750	2503709.0
g__UBA7102	2680978.666666666
s__HRGM_Genome_3576	2844425.0
s__HRGM_Genome_3150	2642901.0
s__HRGM_Genome_3149	2555610.0
g__HRGM_Genome_3880	1971900.0
f__HRGM_Genome_2428	2346078.0
f__MARSEILLE-P3954	1861920.0
g__HRGM_Genome_3366	1861920.0
s__HRGM_Genome_3835	2328311.0
s__HRGM_Genome_2455	1880479.0
s__HRGM_Genome_2376	1842774.0
s__HRGM_Genome_5179	1828806.0
s__HRGM_Genome_3849	1445261.0
g__HRGM_Genome_5181	1679770.0
g__HRGM_Genome_3520	1915939.0
g__HRGM_Genome_3519	1911919.0
f__HRGM_Genome_2656	2328171.0
s__HRGM_Genome_4263	939337.0
s__HRGM_Genome_3302	1804998.0
g__HRGM_Genome_2802	1522808.0
g__HRGM_Genome_4046	1782028.0
s__HRGM_Genome_2165	1387282.0
s__HRGM_Genome_3105	1419857.0
s__HRGM_Genome_3304	1575023.0
s__HRGM_Genome_3303	1593007.0
g__HRGM_Genome_2480	1933126.0
g__HRGM_Genome_5165	2099335.0
